nome,altura,largura,profundidade,peso,image_url,L_imagem,predict
Cadeira Giratória Escritório Havana Presidente Carame,120.0,62.0,62.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2978621/images/a7efcbcf-dca3-4da6-a1b1-bafdb4a1c0e216663028cadeirahavanapresidentecomprealegre100nacionalcaramelosku47v25172811600x600.jpg,230038893,0
Cadeira em Linho Madeira Maciça Kelly Castanho/Cinza<,86.0,57.0,57.0,9.0,https://product-hub-prd.madeiramadeira.com.br/819789/images/aefc965e-9c76-46a0-a4c7-b35b9896fb5canhocinza1674128349200zoom.jpg,1584268086,70
"Cadeira Classic Presidente Rosê Gold Cromada, Comprea",120.0,62.0,62.0,14.0,https://product-hub-prd.madeiramadeira.com.br/3654348/images/c58bb11b-26bc-49ce-bba9-04d68b72d03999741140cadeiraclassicpresidenterosegoldcromadacomprealegre100nacionalsku32967101600x600.jpg,254727377,46
Cadeira Gold Secretária Caixa Corano Preto Preto</h1>,120.0,48.0,43.0,8.6,https://product-hub-prd.madeiramadeira.com.br/2624497/images/1cde34fa-d20a-41c0-aad0-c8ff5595867367027031cadeiragoldsecretariacaixacoranopreto79093892862301340x600.jpg,128027429,6
Cadeira para Escritório Diretor Tela Mesh Viena 3324 ,88.0,61.0,50.0,7.74,https://product-hub-prd.madeiramadeira.com.br/714527/images/5eda510d-c354-4a26-8ccf-cdf1b63d4b8bsignpreta1645800223200zoom.jpg,1487439957,52
Cadeira Diretor Pelegrin PEL-0189 Tela Mesh Preta Pre,84.0,50.0,81.0,13.0,https://product-hub-prd.madeiramadeira.com.br/4329280/images/5bd38b04-0738-4188-a735-a4d015bdd71d72032860cadeiradiretorpelegrinpel0189telameshpreta13546771439x600.jpg,150918241,97
Cadeira de Escritório Ergonômica Giratória Preta Prof,51.0,67.0,127.0,16.0,https://product-hub-prd.madeiramadeira.com.br/993776591/images/2f34639f-e7e2-4e47-a592-24b4aa0450971659989429.jpg,677182005,61
Cadeira de Escritório Fixa Boss - Cor Caramelo </h1>,52.0,50.0,53.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2997624/images/e29b9ee7-fadb-499d-8f3a-afd8fc26637a13202359cadeiraescritoriofixabossapoioskicorcaramelosku20772811600x600.jpg,130481252,71
Cadeira de Escritório Presidente Executiva Big com Mo,117.0,65.0,74.0,10.0,https://product-hub-prd.madeiramadeira.com.br/2950231/images/38b1aec6-34a0-4576-9d0e-940ea2cbd8f812021422cadeiradeescritoriopresidenteexecutivabigcommolasensacadasconfortogiratoriapretafia6629pr5361600x600.jpg,211793292,50
Cadeira Executiva Pé Palito Tecido Azul com Preto Qua,87.0,88.0,51.0,120.0,https://product-hub-prd.madeiramadeira.com.br/3392535/images/2c1ed5bf-ed06-4c02-9ce7-111233e769a697202319cadeiraexecutivapepalitotecidoazulcompretoquartzoqt310s2052041600x600.jpg,234639563,89
Cadeiras Interlocutor Empilhável com Braço Pelegrin e,45.0,43.0,40.0,3.5,https://product-hub-prd.madeiramadeira.com.br/1453914/images/daf4550e-97a2-4d93-b579-75f257b0d7cfl111878986259843471600x600.jpg,240570581,32
Cadeira Gamer Escritório Prizi Infinity - Amarela Ama,129.0,55.0,54.0,16.0,https://product-hub-prd.madeiramadeira.com.br/643544232/images/8af5293a-93fb-4c27-bdfb-153820b18ecf79ff42c7standardresolution.jpg,625091119,12
Cadeira Executiva Mesh Giratória Preta Preto</h1>,93.0,61.0,46.0,14.0,https://product-hub-prd.madeiramadeira.com.br/2176180/images/ea041878-b015-47df-9abb-40b066e3c04e59360624cadeiraexecutivameshgiratoriapretacadexecmm12301600x600.jpg,217135985,50
Cadeira com Braços Polipropileno Clarice Rivatti Nude,80.0,62.0,57.0,5.1,https://product-hub-prd.madeiramadeira.com.br/603812/images/ac3b2a8c-ea74-40bc-8434-8686129221fericerivatti60381211600x600.jpg,262736118,90
Cadeira Caixa Alta Secretária Couro Eco Preto Sapata ,121.0,55.0,55.0,12.0,https://product-hub-prd.madeiramadeira.com.br/4422128/images/29244cac-7fce-49b1-800e-031a1212b9ed27896633cadeiracaixaaltasecretariacouroecopretosapatafixaag405t6552041600x600.jpg,233925286,89
Cadeira de Escritório Presidente Classic Couro (100% ,120.0,62.0,65.0,5.0,https://product-hub-prd.madeiramadeira.com.br/2960807/images/635e0c9f-1023-40d1-92b4-06187b5f630c15020385cadeiraescritoriopresidenteclassiccouro100nacionalpretosku209v30172811600x600.jpg,125797060,6
Cadeira de Jantar Paris Suede Bege - Meular Decor Beg,84.0,67.0,127.0,12.0,https://product-hub-prd.madeiramadeira.com.br/882355734/images/6318dc81-7ac8-46e6-a442-639f9e25af4080ba96bfe8fb81072257944bb2.jpg,3327537040,37
Cadeira Executiva Giratória Braços Tecido Preto Preto,93.0,88.0,68.0,3.0,https://product-hub-prd.madeiramadeira.com.br/2566859/images/867e8d03-813d-4a0b-b03a-8ee3cdb79aae43820591cadeiraexecutivagiratoriabracostecidopretoag302s1052041600x600.jpg,225721087,0
Cadeira de Escritório Tela Mesh Rodízio Tok Preto</h1,85.0,60.0,49.0,9.0,https://product-hub-prd.madeiramadeira.com.br/2159892/images/dae09edd-ce97-40eb-96a7-da75c356789590250516cadeiraparaescritoriotelameshrodiziotokordesign52453911600x600.jpg,224343265,76
Cadeira de Escritório Giratória Tela Executiva - Addi,81.0,58.0,67.0,8.0,https://product-hub-prd.madeiramadeira.com.br/2688501/images/f1a226bf-bb1b-48a9-8445-41426d0cb4c975909484cadeiradeescritoriogiratoriatelaexecutivaadditfrisokarcorpreta3300021831600x600.jpg,210483336,50
Cadeira para Escritório Executiva Pelegrin PEL-502 Gi,95.5,50.0,51.0,10.0,https://product-hub-prd.madeiramadeira.com.br/1434690/images/b8ef9824-0150-487e-a028-ae6c3990dce890222248cadeiraexecutivapelegrinpel502giratoriacomregulagemdealturaagaspreto78986259820771600x600.jpg,204842904,31
Cadeira Secretária Giratória Iso Plástica Laranja Lar,111.0,84.0,84.0,4.0,https://product-hub-prd.madeiramadeira.com.br/4473989/images/68389828-5f9c-4a66-8d2b-f094eb30677b64300295cadeirasecretariagiratoriaisoplasticalaranja3580704126441598x600.jpg,245360277,68
Cadeira Presidente Esteirinha Charles Eames Estofada ,111.0,56.0,61.0,9.0,https://product-hub-prd.madeiramadeira.com.br/3158401/images/23b8d123-728c-4a17-9d47-adbcad08163dranca79080489099851600x600.jpg,261497032,90
Cadeira para Escritório Interlocutor Fixa Sydney Frat,89.0,56.0,60.0,9.47,https://product-hub-prd.madeiramadeira.com.br/816792/images/de6073fd-4f58-4de9-8fec-9da7943caa33tinicinza1666870136190zoom.jpg,1594156247,70
Cadeira Eiffel Botonê Estofada Veludo Base Madeira - ,85.0,48.0,43.0,6.0,https://product-hub-prd.madeiramadeira.com.br/1383931/images/ffed3165-b1a2-46f3-987b-313cd8a3eb76emadeirarosa1978131800x800.jpg,456215215,30
Cadeira de Escritório Giratória Work Presidente Caram,109.0,62.0,62.0,4.0,https://product-hub-prd.madeiramadeira.com.br/2997615/images/332b56e6-4dcf-49e7-8d5c-393eb6ce2d1b85202237cadeiraescritoriogiratoriaworkpresidentecaramelocromada100nacionalsku16972811600x600.jpg,176830336,45
Cadeira de Escritório Stripes Diretor Branca Branco</,101.0,54.0,62.0,6.0,https://product-hub-prd.madeiramadeira.com.br/1590509/images/a0dd938c-dbe6-4e3b-8a6c-fa5b2d4b21465265356ba7a73aa033cd397cd4.jpg,739957854,69
Cadeira Presidente Tela Mk-4010 - Makkon - Cor Preto ,68.0,67.0,52.0,120.0,https://product-hub-prd.madeiramadeira.com.br/3086195/images/f51214ca-5acc-44ea-8bd6-8703bf9a89f935840977cadeirapresidentetelamk4010makkoncorpreto300293002921831600x600.jpg,243651563,68
Cadeira de Escritorio Esteirinha Mesh Ergonomica Gira,97.0,51.0,45.0,5.0,https://product-hub-prd.madeiramadeira.com.br/192451445/images/c11b21f7-050f-4517-aee6-8221e4e710e8standardresolution.jpg,642365226,63
Cadeira Giratória Internauta Executiva Premium Preta ,53.0,65.0,67.0,4.0,https://product-hub-prd.madeiramadeira.com.br/253485451/images/020617c5-0c02-45a4-a737-b371f68c62607f7b316c73d9450ba8afeef1bf.jpg,637355989,63
Cadeira Gamer Stillus Ergonômica Com Apoio Para Os Pé,51.0,51.0,118.0,4.0,https://product-hub-prd.madeiramadeira.com.br/350930448/images/77722a29-7b3a-487f-8859-75f9667871d99abdc76c6d74e0e284940c765a.jpg,604196404,54
Cadeira Leda Office Luisa Saarinen Estofada Base Gira,49.0,50.0,49.0,7.75,https://product-hub-prd.madeiramadeira.com.br/468167426/images/479210b4-765f-4be9-857a-82ae562828a61ledaofficebege0prancheta1.jpg,632786630,12
Cadeira de Escritório Ergonômica Presidente Tela Mesh,65.0,67.0,37.0,18.45,https://product-hub-prd.madeiramadeira.com.br/261435825/images/a2747c3b-1c59-421c-99e8-c705248f49cc0703fb841e85bff5a1f8f44be8.jpg,651108290,28
Cadeira Gamer Profissional Giratória Reclinável Com B,84.0,68.0,65.0,3.0,https://product-hub-prd.madeiramadeira.com.br/284255339/images/976abfa5-e7ac-4a1f-9930-056bd42b8c99standardresolution.jpg,654409543,28
Cadeira Executiva Giratória Internauta Courissimo Ver,60.0,65.0,60.0,10.0,https://product-hub-prd.madeiramadeira.com.br/4543434/images/4227e11d-6aed-4246-b299-18f38255df85d224220c7d504689826c45e3fe4b264165722276cadeiraexecutivagiratoriainternautacourissimovermelhanint800525verm102471400x600.jpg,158417021,16
Cadeira Escritório Presidente Com Massageador e Aquec,66.0,67.0,67.0,4.0,https://product-hub-prd.madeiramadeira.com.br/837900530/images/8266cb54-36a2-4a74-8e43-5e63b3da75a3c14c33ad6834ae749ea86dad4b.jpg,627821120,12
Cadeira Eiffel Office Base Giratória Amarelo</h1>,80.0,50.0,42.0,5.0,https://product-hub-prd.madeiramadeira.com.br/2922541/images/82348488-476a-4c50-8008-3f8e0fde7ff189151366cadeiraeiffelofficebasegiratoria79080672320191600x600.jpg,261578568,90
Cadeira Office Eiffel Botonê Base Giratória - Cinza C,89.0,44.0,38.0,6.0,https://product-hub-prd.madeiramadeira.com.br/139976216/images/54140d38-7b8b-4ef9-befe-a6a4dd2d7013standardresolution.jpg,726315050,18
Cadeira Lisboa Office Diretor Marrom Marrom</h1>,84.0,58.0,58.0,11.0,https://product-hub-prd.madeiramadeira.com.br/308523018/images/91a1268e-0fa0-4670-85eb-e2c954ff664fstandardresolution.jpg,661232511,79
Cadeira de Escritório Stripes Diretor Pu Cinza Base G,96.0,54.0,111.0,14.0,https://product-hub-prd.madeiramadeira.com.br/2939900/images/88fd70e1-180c-4808-8a07-274579d8f97346222078cadeiraescritoriostripesdiretorpucinzabasegiratoriacromadaalturaajustavel79081263098361600x600.jpg,251074105,46
Cadeira de Escritório Eiffel Gomos Base Giratória Pre,95.0,41.0,39.0,6.0,https://product-hub-prd.madeiramadeira.com.br/103018134/images/b8aaad1f-63d7-4b32-babf-bbbb95c53134standardresolution.jpg,648070112,28
Cadeira Secretária Kids Pelegrin PEL-3300 Tela Mesh R,78.0,32.0,35.0,6.0,https://product-hub-prd.madeiramadeira.com.br/2261111/images/eab5f28b-54fa-438f-b444-9366c721f00536945452cadeirasecretariakidspelegrinpel3300telameshrosa79082706006051419x600.jpg,168803430,45
Cadeira Presidente Giratória Esteirinha Charles Eames,96.0,84.0,51.0,7.0,https://product-hub-prd.madeiramadeira.com.br/883191892/images/a5096b11-2790-48e3-ad0f-84355ba92d6b0e9e1f5c32781f809c3e63f028.png,191540004,82
Cadeira Office Palermo - Caramelo Caramelo</h1>,67.0,53.0,88.0,14.0,https://product-hub-prd.madeiramadeira.com.br/695516049/images/13d90035-7f04-4606-8f83-e5c21d19fbfbe613bf61587f65c137eafeabc5.jpg,98232345,42
Cadeira Mocho Sela Alto Com Encosto Branco </h1>,118.0,53.0,58.0,12.0,https://product-hub-prd.madeiramadeira.com.br/309061893/images/f98dfca1-b627-4ce0-bf26-b7409a71ec649d38f5517bf0e2f0d1710a4227.jpg,1124173340,35
Cadeira de Escritorio Begonia Tela Mesh Ergonomica Gi,100.0,40.5,47.5,5.5,https://product-hub-prd.madeiramadeira.com.br/513168447/images/765f86bf-aa0b-43c7-af10-4dbfe00e69c6standardresolution.jpg,674837694,61
Cadeira Empilhavel Iso Preto </h1>,127.0,58.0,58.0,12.0,https://product-hub-prd.madeiramadeira.com.br/4473696/images/ce835d60-9288-45d4-8e36-e098eea01eaa92204713cadeiraempilhavelisopreto3572701126441600x600.jpg,244133744,68
"Cadeira Gamer Pichau Omega L Black Edition, PG-OMGL-B",52.0,58.5,50.0,3.0,https://product-hub-prd.madeiramadeira.com.br/973432226/images/c1ec2835-4131-4c1e-b643-37d7045de0a5d1b22614standardresolution.jpg,398585397,14
Cadeira Gamer MaxRacer Bunker-SMI Preta 8 Pontos de M,68.0,111.0,88.0,5.0,https://product-hub-prd.madeiramadeira.com.br/2211199/images/5b113ab1-a766-433e-b761-78858a82a1ee90694686cadeiragamermaxracerprofissionalbunkerpretasku3938121600x600.jpg,218695513,76
Cadeira Gamer Star com Encosto Reclinável e Função Re,130.0,55.0,84.0,3.0,https://product-hub-prd.madeiramadeira.com.br/2979292/images/15e8ed4f-338a-4591-a471-2a524a3b6b1386320523cadeiragamerstarreclinavelcomfuncaorelaxamarela700003307578451600x600.jpg,250219400,46
Cadeira para Escritório Presidente Ergonômica Giratór,102.0,61.0,53.0,17.8,https://product-hub-prd.madeiramadeira.com.br/827814/images/827814_1_amb.jpg,808128949,2
Cadeira Gamer MaxRacer Aggressive Preta Reclina 180 g,66.0,58.0,96.0,15.0,https://product-hub-prd.madeiramadeira.com.br/2211195/images/a53a8cfc-3281-4ff4-bcd6-92dce725c9dd18582075cadeiramaxraceraggressivepretasku4938121600x600.jpg,219241486,76
Cadeira Giratória Presidente Charles Eames Esteirinha,200.0,200.0,200.0,50.0,https://product-hub-prd.madeiramadeira.com.br/299424748/images/55228453-7587-4c37-814b-2c2848e9d983cc6f0186f113ac151774935191.jpg,629414620,12
Cadeira B-ONE Giratória com Braços Reguláveis – Cor P,200.0,200.0,200.0,7.0,https://product-hub-prd.madeiramadeira.com.br/280173030/images/5d3f20eb-eb50-414a-9079-a27e948262ac677987667730principalcopia.jpg,883197275,99
Cadeira Base Cromada com Rodízios Saarinen Office  Nu,94.0,56.0,61.0,5.5,https://product-hub-prd.madeiramadeira.com.br/653652/images/b0c72b1e-e469-45d9-90f0-235908a29741oriotiffany65365211600x600.jpg,254950818,46
Cadeira Polipropileno Allegra Rivatti Branco</h1>,82.5,53.0,57.0,4.5,https://product-hub-prd.madeiramadeira.com.br/309487/images/398ccacf-df27-4d34-953e-25efb31813favatti78995174071731600x600.jpg,253753704,46
Cadeira Executiva Back System Lisa com Braços Reguláv,53.0,127.0,53.0,12.0,https://product-hub-prd.madeiramadeira.com.br/1967383/images/bfbb76b6-0c5d-4e38-ab84-550f66de527466920491cadeiraexecutivabacksystemlisacbracosregulaveis310063100621831600x600.jpg,227311357,0
Cadeira Escritório Presidente Adrix Plaxmetal Mecanis,79.0,25.0,59.0,12.0,https://product-hub-prd.madeiramadeira.com.br/708065467/images/45ecb659-19fc-48e4-b55f-41e4817eae195137508486adrixpresidente.jpeg,1082352753,96
Cadeira de Escritório Giratória e Regulável Anatômica,103.0,65.0,53.0,9.0,https://product-hub-prd.madeiramadeira.com.br/3362897/images/58fec108-a57f-4618-a9db-b9b438cf130e58655525cadeiradeescritoriogiratoriaeregulavelanatomicaemtelameetavantti78934550343161600x600.jpg,231816546,89
Mocho Estética Slim Preto Cadeira Brasil </h1>,54.0,58.0,58.0,8.5,https://product-hub-prd.madeiramadeira.com.br/2624229/images/24d64613-c647-46eb-9d18-7f04e3bfdb0a45435620mochoesteticaslimpretocadeirabrasilprd10gpnb73dpuf21791599x600.jpg,228027400,0
Cadeira de Escritório Budapeste Branca </h1>,85.0,57.0,61.0,5.0,https://product-hub-prd.madeiramadeira.com.br/1505464/images/3646617b-3636-433a-81a2-8ec6a52d2e1855290396cadeiraparaescritoriobudapestebranca24791241800x800.jpg,475692777,75
Cadeira Giratória Decorativa para Escritório Home Off,79.0,62.0,51.5,11.0,https://product-hub-prd.madeiramadeira.com.br/2549151/images/8b00463a-95df-4756-a6bb-de562daa645f65798436cadeiragiratoriadecorativaparaescritoriohomeofficeohanalinhobegegranbelosku406654281600x600.jpg,247025675,68
Cadeira Diretorzinha Back System Costurado C/ Braços ,200.0,200.0,200.0,6.0,https://product-hub-prd.madeiramadeira.com.br/314063229/images/21a94b8e-22e5-4e9f-addd-38160492d2b537772816sistemabacksscopia.jpg,1059696630,5
Cadeira Gamer de Balanço Pelegrin PEL-3024 Preta com ,67.0,58.0,53.0,16.0,https://product-hub-prd.madeiramadeira.com.br/805387188/images/0e344ccd-f704-470c-8f23-a6993a56a096standardresolution.jpg,559573934,43
Cadeira de Escritório Giratória BLM-0243 - BLUME - 32,84.0,118.0,52.0,6.0,https://product-hub-prd.madeiramadeira.com.br/585155807/images/8f6e86ec-7543-476d-8b74-074cb2bd13d315101067703329981.jpg,1066071809,5
Cadeira Escritório Santiago Diretor Fixa Tela Mesh Ba,66.0,52.0,53.0,13.0,https://product-hub-prd.madeiramadeira.com.br/210842668/images/3a3e0df1-db8a-4026-8931-5f47975e71ec6dad5c46f38860dd3f010dcec8.png,0,10
Cadeira de Escritório Secretaria Fixa Pé Palito Tecid,75.0,40.0,36.0,4.5,https://product-hub-prd.madeiramadeira.com.br/265130016/images/b1091960-b1fd-4363-9218-96b1b7dcba7frecepcaoatendimentocinza01.jpg,657173518,28
Cadeira Executiva em Tela Mesh Office 12D Preta Preto,66.0,127.0,81.0,5.0,https://product-hub-prd.madeiramadeira.com.br/409320091/images/4a1446c7-fd67-409c-8b94-46d45fcef03e289e80e15160395591dsc10752.png,0,10
Cadeira de Escritório Zip Tela Mesh Ergonômica com Br,94.0,63.0,60.0,15.0,https://product-hub-prd.madeiramadeira.com.br/2854080/images/43714bc6-ef3d-42f3-b1a5-d2d59961d8da18931662cadeiradeescritorioziptelameshergonomicacombracosn17abnttecidopretofrisokar78955675419731600x600.jpg,210586629,50
Cadeira de Rodízios Estofada Tulipa - Office - Escrit,85.0,50.0,58.0,7.0,https://product-hub-prd.madeiramadeira.com.br/3015420/images/25862fef-01d0-4675-a0bf-a2305b1d09ca46045937cadeiraderodiziosestofadatulipaofficeescritoriopretocadledoffpto7491600x600.jpg,224033497,76
Cadeira de Escritório Executiva Giratória Tecido </h1,200.0,200.0,200.0,50.0,https://product-hub-prd.madeiramadeira.com.br/508536744/images/6c7e60b0-606a-4f3a-a976-00084ff8094fcc3abe757f2cf1151749058252.png,2011067517,67
Cadeira Giratória Presidente Brizza Relax </h1>,81.0,88.0,127.0,25.0,https://product-hub-prd.madeiramadeira.com.br/2958321/images/baf43118-ae40-4729-909c-634cf894ab89relax78998320955051411x485.jpg,121846347,6
Cadeira Presidente Brizza Tela - Autocompensador Slid,84.0,111.0,96.0,20.0,https://product-hub-prd.madeiramadeira.com.br/3758473/images/f34ac7e0-011e-4193-ad8a-b51ce9aa96641telaautostand99331330x473.jpg,97295498,42
Cadeira Escritório Presidente Mola Luxo Monique Relax,125.0,60.0,50.0,4.0,https://product-hub-prd.madeiramadeira.com.br/295722489/images/20c996a2-6520-4343-8f34-e6ed17e6ce6515124678136mlepreta1.jpg,976055197,33
Cadeira Plástica 04 pés – Plástico AZUL – REALPLAST <,200.0,200.0,200.0,5.0,https://product-hub-prd.madeiramadeira.com.br/862132975/images/6d862d0c-aa22-4d62-8a68-961bee860afe151377679594.png,1071604984,5
Cadeira Gamer Prizi Canvas - Branca Branco</h1>,125.0,47.0,127.0,17.0,https://product-hub-prd.madeiramadeira.com.br/341955222/images/c4dc256b-b82b-4c7b-8316-b32f581b9c79c319bd0fstandardresolution.jpg,664652718,79
Cadeira Secretária Giratória Braços Tecido - Preto Pr,87.0,50.0,50.0,15.0,https://product-hub-prd.madeiramadeira.com.br/4369303/images/fdaab51f-5865-4c91-8087-e2a652a8be2382791934cadeirasecretariagiratoriabracostecidopretoag400vs1052041600x600.jpg,223612279,76
Cadeira Presidente Giratória Preta Mymax </h1>,53.0,66.0,68.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2089137/images/4e4a5c61-5881-4a38-a939-234b7c89a78d38966527cadeirapresidentegiratoriapretamymaxsku205132501600x600.jpg,226310474,0
Cadeira de Escritório Office Sevilha Alta - Rivatti P,115.0,67.0,70.0,10.2,https://product-hub-prd.madeiramadeira.com.br/2168831/images/709e0c37-1e6f-475e-96f5-8a0d736dcefd89988599cadeiradeescritorioofficesevilhaaltarivatti78995174021091600x600.jpg,248700631,68
Cadeira de Escritório Presidente Logan Healer Preta P,123.0,62.0,58.0,14.0,https://product-hub-prd.madeiramadeira.com.br/3232005/images/bc3a68d9-f93a-46ee-b0a3-015e2d68e8c0b31d8f24624039ba20322241db.jpg,278909020,74
Cadeira Charles Eames Eiffel Rubi Sili Eiffel - Bege ,49.0,50.0,49.0,5.0,https://product-hub-prd.madeiramadeira.com.br/798382745/images/d1cdd122-1a86-4d30-99f8-97838d25e5cd617244edadb501981db694635e.jpg,632534247,12
Cadeira de Escritório Alta Esteirinha Corino Base Rod,106.0,61.0,47.0,12.0,https://product-hub-prd.madeiramadeira.com.br/1022748/images/7803f532-d271-4ee6-bec6-946fefcec47fd01da3aa41d24bdea71755be0f05d99549180642cadeiraparaescritorioaltaesteirinhacorinobaserodizio3301ordesign78985992216151600x600.jpg,258780570,90
Cadeira de Escritório Presidente Monique Big Executiv,117.0,64.0,76.0,8.0,https://product-hub-prd.madeiramadeira.com.br/4368783/images/aa32b9e5-1acc-4c27-9a76-00676d65143facinzafia6629cz5881600x600.jpg,247819623,68
Cadeira Escritório Havana Interlocutor Preta Base Cro,68.0,68.0,84.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2997600/images/72e9d732-fa26-432d-99bf-35c7b51b03ec94202141cadeirahavanainterlocutorcomprealegre100nacionalsku6572811352x475.jpg,95208752,42
Cadeira Eames Eiffel Transparente Empório Tiffany Bas,127.0,84.0,52.0,10.0,https://product-hub-prd.madeiramadeira.com.br/528447665/images/f5fc4366-0be5-4e47-a7cd-2ff55664d30astandardresolution.jpg,740065662,69
Cadeira Secretária Trapézio – Corino Preto – MARTIFLE,200.0,200.0,200.0,4.0,https://product-hub-prd.madeiramadeira.com.br/996301119/images/497a5ce2-aa2f-4ce6-8854-29c1a89ff4bd15137768785cadeira.jpg,960710291,77
Cadeira Estofada Botonnes Or Design Branco</h1>,83.0,44.0,39.0,4.21,https://i.ytimg.com/vi_webp/WV6kJn096do/sddefault.webp,77814260,81
Cadeira Gamer Giratória em Couro One Shot Fratini Móv,136.0,55.0,55.0,15.69,https://product-hub-prd.madeiramadeira.com.br/815923/images/815923_1.jpg,1057217084,5
Cadeira Executiva LISA Giratória com Braços Regulávei,200.0,200.0,200.0,11.0,https://product-hub-prd.madeiramadeira.com.br/572708478/images/36bbe2df-094c-4f84-b4ed-8507dc45945c8a57e00b89a2be600x600copia.jpg,228081124,0
Cadeira Secretária Giratória sem Braços – Corino Pret,200.0,200.0,200.0,12.0,https://product-hub-prd.madeiramadeira.com.br/731325537/images/1ea2813b-ac37-44f1-a4cb-4364af05ad91desenho20sem20titulo1copia.jpg,1058037847,5
Cadeira Eames Presidente Linha Capa em Madeira </h1>,115.0,62.0,76.0,10.0,https://product-hub-prd.madeiramadeira.com.br/3144536/images/3115e50f-6f1d-412b-bf7f-e3e2e8d7bc7973901910cadeiraeamespresidentelinhacapaemmadeirabrancodo000126b356571400x600.jpg,170123125,45
Cadeira de Escritório Diretor Pelegrin PEL-CR11 Preta,98.0,47.0,49.0,14.0,https://product-hub-prd.madeiramadeira.com.br/1840480/images/8fcf383c-f19d-4c06-972b-f901fd24678088943973cadeiradeescritoriodiretorpelegrinpelcr1178986259888881452x600.jpg,174282890,45
Cadeira Interlocutor Wave Pierre Preta </h1>,86.0,56.0,50.0,12.0,https://product-hub-prd.madeiramadeira.com.br/1821600/images/66190f0d-8081-41ec-a9dc-ba03d40c1670preta78989662520441588x520.jpg,201578950,31
Cadeira de Escritório Baixa em Tela Mesh com Braços e,88.5,61.0,47.0,13.0,https://product-hub-prd.madeiramadeira.com.br/1021689/images/5e907dcd-6b26-4aad-b53d-9a3e1484c48b48180692cadeiraescritoriobaixaemtelameshcombracoserodizios3303ordesign78985992217451600x600.jpg,239805213,32
Cadeira de Escritório Mesh Presidente Preta </h1>,101.0,54.0,62.0,14.0,https://product-hub-prd.madeiramadeira.com.br/1590494/images/e76e92c0-83cf-47cf-b1fa-b559112d5df242d6bc3140afaf157127f06ef1.jpg,663293103,79
Cadeira Gamer Moobx Thunder Preto e Azul Preto/Azul</,53.0,66.0,118.0,20.0,https://product-hub-prd.madeiramadeira.com.br/3233965/images/296b08dd-e3cd-4f26-ac80-44802fd74852555e43390502359cc2bbf91804.jpg,522009463,83
Cadeira de Escritorio Eames Esteirinha Diretor Fixa -,200.0,200.0,200.0,8.0,https://product-hub-prd.madeiramadeira.com.br/389122606/images/073c7b65-fd97-4aeb-a4ec-2aba945381f77828b5d5e7afca03431a0a2aa0.jpg,643469962,63
Cadeira de Escritório Giratória com Apoio para Os Pés,123.0,51.0,65.0,4.0,https://product-hub-prd.madeiramadeira.com.br/3160575/images/83bab903-9304-4414-9229-abc8e30c1d8886710470cadeiraparaescritoriogiratoriacomapoioparaospesbigbossmarromlmsbe8436t307048317433401600x600.jpg,172062564,45
Cadeira Escritório Presidente ALTA c/ BRAÇO CORSA – C,200.0,200.0,200.0,12.0,https://product-hub-prd.madeiramadeira.com.br/312272306/images/8524f497-a9dc-425c-9f66-565d29ccb89e151377412163.png,1099981203,55
Poltrona Turquesa Escritório Giratória Presidente Mol,96.0,68.0,58.0,13.0,https://product-hub-prd.madeiramadeira.com.br/186235543/images/c4c68efd-24f5-46c3-8faa-8c220217787914886874655poltronabege.jpeg,160709525,16
Cadeira para Escritório Decorativa Giratória Joly 110,95.5,47.0,41.0,5.0,https://product-hub-prd.madeiramadeira.com.br/819351/images/88b21f86-3b66-4399-9900-eac4e409b77dsignpreta1671644522200zoom.jpg,1521825043,62
Cadeira Gamer Reclinável com Apoio de Pés Alien Heale,58.0,52.0,67.0,14.0,https://product-hub-prd.madeiramadeira.com.br/2875475/images/2875475_1.jpeg,191048224,82
Cadeira de Escritório Saarinen Giratória - Preta Pret,94.0,61.0,56.0,15.0,https://product-hub-prd.madeiramadeira.com.br/3844776/images/4f5c6d44-669d-4592-8af7-6b474379a00175001667cadeiradeescritoriosaarinengiratoriapreta201068130631600x600.jpg,235613511,89
Cadeira de Escritório Presidente Ribs TGT Tela Mesh c,84.0,58.0,84.0,8.0,https://product-hub-prd.madeiramadeira.com.br/410866184/images/22f169b9-0e42-4efd-a238-4f8d55130db178a26948f78d1a472c00a3089c.jpg,670783457,61
Cadeira Executiva com Base Fixa Esteirinha Caramelo C,91.0,53.0,55.0,8.0,https://product-hub-prd.madeiramadeira.com.br/2773721/images/bb64b695-42e4-4403-a047-dd51c8f127d773917282cadeiraexecutivacombasefixaesteirinhacaramelo1197065371600x600.jpg,253503681,46
Cadeira Secretária Giratória Tecido Azul com Preto Az,87.0,66.0,96.0,8.0,https://product-hub-prd.madeiramadeira.com.br/3392701/images/e35f82c6-1d26-42a4-a113-28ab138073ef98261442cadeirasecretariagiratoriatecidoazulcompretoag401s2052041600x600.jpg,229700886,0
